,amount,aot_0_max,aot_0_mean,aot_0_min,aot_0_std,ncs_412_max,ncs_412_mean,ncs_412_min,ncs_412_std,ncs_443_max,ncs_443_mean,ncs_443_min,ncs_443_std,ncs_469_max,ncs_469_mean,ncs_469_min,ncs_469_std,ncs_488_max,ncs_488_mean,ncs_488_min,ncs_488_std,ncs_531_max,ncs_531_mean,ncs_531_min,ncs_531_std,ncs_547_max,ncs_547_mean,ncs_547_min,ncs_547_std,ncs_555_max,ncs_555_mean,ncs_555_min,ncs_555_std,ncs_645_max,ncs_645_mean,ncs_645_min,ncs_645_std,ncs_667_max,ncs_667_mean,ncs_667_min,ncs_667_std,ncs_678_max,ncs_678_mean,ncs_678_min,ncs_678_std,nsst_0_max,nsst_0_mean,nsst_0_min,nsst_0_std,sst_0_max,sst_0_mean,sst_0_min,sst_0_std,aot_0_raw_ippa_mean,ncs_412_raw_ippa_mean,ncs_443_raw_ippa_mean,ncs_469_raw_ippa_mean,ncs_488_raw_ippa_mean,ncs_531_raw_ippa_mean,ncs_547_raw_ippa_mean,ncs_555_raw_ippa_mean,ncs_645_raw_ippa_mean,ncs_667_raw_ippa_mean,ncs_678_raw_ippa_mean,nsst_0_raw_ippa_mean,sst_0_raw_ippa_mean,aot_0_raw_ippa_std,ncs_412_raw_ippa_std,ncs_443_raw_ippa_std,ncs_469_raw_ippa_std,ncs_488_raw_ippa_std,ncs_531_raw_ippa_std,ncs_547_raw_ippa_std,ncs_555_raw_ippa_std,ncs_645_raw_ippa_std,ncs_667_raw_ippa_std,ncs_678_raw_ippa_std,nsst_0_raw_ippa_std,sst_0_raw_ippa_std,aot_0_raw_ippa_mean_ippa_std,ncs_412_raw_ippa_mean_ippa_std,ncs_443_raw_ippa_mean_ippa_std,ncs_469_raw_ippa_mean_ippa_std,ncs_488_raw_ippa_mean_ippa_std,ncs_531_raw_ippa_mean_ippa_std,ncs_547_raw_ippa_mean_ippa_std,ncs_555_raw_ippa_mean_ippa_std,ncs_645_raw_ippa_mean_ippa_std,ncs_667_raw_ippa_mean_ippa_std,ncs_678_raw_ippa_mean_ippa_std,nsst_0_raw_ippa_mean_ippa_std,sst_0_raw_ippa_mean_ippa_std,diff_amount,change_amount
2017.09.29,1,241,89.9906874829,16,78.0655878923,241,80.1457701846,1,70.5186155653,241,86.2540753232,1,79.9573212393,241,76.8978902954,1,68.5155806486,241,53.620467365,1,56.6320683758,241,116.843893715,1,100.86635904,241,159.684813754,1,102.875863792,241,89.2924597365,1,87.6970179443,193,82.8992084433,1,43.8489957934,209,134.025766871,1,54.1290715908,225,36.5271352313,16,39.5711460309,241,81.3246873553,1,58.0944886617,241,64.3204284909,1,49.9136910958,28.14143105229107,164.8193864849629,150.22227434897263,133.34792840306758,123.4619750069047,106.98469995800434,103.93214862681745,105.49850366799969,143.7203542769368,161.97503536129642,159.3624906833943,186.54359578378552,191.53286171526798,13.849917288694,30.00632285175071,27.807650687239832,22.576769655537486,19.743950770512388,17.279211690531827,17.559421501539877,17.555230314178576,24.24289309902404,22.684069439533758,23.264914099392133,5.575323367445382,5.394400021434928,1.2536993528831124,3.6234384019587584,5.34201155141503,5.080052473372189,4.070844573710185,3.1605862320620095,3.180473108228604,3.3696179737318266,6.852659313268948,7.948763127111733,6.570848139846425,0.8238169045244551,0.5430839791922007,0,0
2018.01.19,1,241,116.288753799,16,92.4111265882,241,124.98136646,16,95.6070810061,193,58.0118694362,1,52.7598543687,193,84.9517045455,16,62.0115499455,225,67.4648648649,16,72.3894878744,241,149.993421053,16,98.0857235649,241,44.6010638298,16,51.9347524256,241,141.042613636,16,100.753191366,177,134.243362832,16,70.5661559634,193,120.266666667,16,54.0487023177,193,41.4015151515,16,29.2395694556,241,96.5452261307,16,89.0983687358,241,59.8079534433,16,68.3167721196,26.91557386799057,141.16018945147596,123.92005639086749,109.1934858018637,101.06865178639326,86.27949747391533,84.64180879752129,86.79031449802963,115.59618328201869,126.04708013469852,128.879075517355,161.682952724282,164.09865880931488,14.48045721791981,20.711748811180936,17.14807429650417,17.70720808535314,18.836859051237322,20.494155702147303,20.769673464290317,20.54799816683217,15.467608615544131,15.390597094742079,15.501812947121255,12.731704074322336,11.894613803705855,1.0218724219951691,1.1531134914194854,0.4500237302797201,0.33408927478302386,0.37741054737316915,0.2962454335294879,0.21671282324092353,0.23065339698851572,1.2698180019776153,1.0965406791075964,1.1539157819914736,1.6786804231454093,1.6232445810532967,0,0
2016.07.27,0,241,93.883033419,1,84.3429341128,241,100.342171717,1,87.3772318501,241,102.161451815,1,87.1047746573,241,78.46375,1,64.4444232338,241,101.132262052,1,84.4372255176,193,69.6075036075,1,56.7787437741,193,43.6794582393,1,46.277416572,193,45.448156682,1,44.7978134116,161,92.873853211,16,27.7078492972,65,18.6038500507,16,9.29392309274,177,116.172625128,16,78.0382545878,241,42.5132809324,1,45.3173649423,193,45.1814436683,1,46.6591160908,35.71194430208144,179.87799031196786,168.4662510126143,151.4507311488419,138.46868748656735,119.62814117083009,116.07413576470977,118.09539033180684,167.67724056408815,178.05125894820375,180.14779828723528,186.84367380866993,191.42162484641554,16.766809518876848,27.766682029380686,27.971653000168537,26.767113052684827,21.40077385434828,19.579677659198747,20.689940168962156,21.090897226487613,33.62396799218252,31.811203444171262,31.05786561717144,7.1257695041522275,6.687759101755324,0.7044305847085464,2.066076174881738,2.2236006021594026,2.1723045397860665,1.9549865659975103,1.223511306109752,1.333424831188302,1.383147352783327,2.4435972096398952,2.6994130813779114,2.805437318013452,1.7500901728306255,1.4498904369658476,0,0
2019.03.10,1,241,90.7558296722,1,79.4481857777,241,73.2591240876,1,68.9289966366,241,64.526183283,1,54.8753621721,241,79.0210956108,1,65.0058407931,241,79.1648007903,1,75.0900787497,241,143.334566241,1,97.7057605145,241,87.0259186934,1,86.252759217,241,109.10018367,1,95.2326990643,161,92.1126075571,1,45.1263475668,193,116.524777637,16,60.1770956965,193,113.390968913,16,60.1267011085,241,82.0520266183,16,83.7591725551,241,78.660922347,16,80.3755375366,36.26626315522256,141.69194534496637,129.54729130252943,117.23661848572098,110.34339016895967,98.53888562525233,96.94617296306772,99.10584094244153,131.02212382962367,143.08650691770075,146.13194519991586,162.24153170754673,165.11884728717655,18.322461667230353,19.402832610642317,16.298772758787837,15.687781012709687,16.122488861232604,18.093016118888958,18.226803003009625,17.944688860749167,18.500764098812954,18.272967372362782,18.090658772187414,11.397957552212185,10.947468077778396,1.9600373232025574,1.6367661303516194,1.299696415186392,1.516371141584294,1.699605938154842,2.0662667184460024,1.9183867590220651,1.8464161117724711,2.7150749395134968,3.160521257654481,3.1979386222227704,0.8947313937677289,0.7806974835787295,1,1
2014.05.11,1,241,102.0249929,16,88.0135149452,241,68.1237837838,1,61.6187434344,241,104.60049765,1,91.9005540696,241,77.506179621,16,69.9320109868,241,55.1699604743,1,48.347586946,241,72.5355367793,1,63.3752294772,241,60.1731294375,16,49.3047352554,241,124.273796791,1,74.7903206203,241,32.9845067213,1,33.4083012512,209,129.11744347,1,58.7177067552,161,47.233361239,1,44.1171829016,241,79.4339622642,16,77.4311013117,241,82.162874368,16,74.0912783055,32.0945569179421,170.0930270010206,154.40548636260237,136.10070476830816,125.23999766486365,114.16465328257767,113.70619555961744,116.21099366091002,164.8629758091952,176.57558896768856,178.92457106967362,166.29139291141504,170.5649473835865,14.96867979402994,26.83504817743616,30.58800688797688,27.493022415212113,24.30161064761339,20.287152347523424,20.27305093982675,20.270302461039595,22.62143958462783,21.691261605643497,21.17215286752228,11.943512298835907,11.365681766964855,1.420302577010564,2.0746717634947256,2.4379697471378905,1.6343926978602352,1.2707833463377805,1.049631854514335,1.830125733589158,1.972105328998359,3.8892276025289005,3.9141088038827565,3.8153232602992078,1.040100778893246,1.2074916610158446,0,0
2018.03.23,3,241,97.4414414414,1,83.7413311027,241,73.6302083333,1,72.5017269236,241,106.793706294,1,92.2486535743,241,111.081803005,16,94.8850195288,241,74.7628458498,1,76.5808821113,241,92.2589928058,16,90.594784271,241,84.680608365,1,86.7475067546,241,109.668421053,16,88.3764310446,225,72.9280155642,1,50.7451543867,241,50.3238434164,16,61.0874039893,241,93.8579040853,16,89.4935685627,241,101.251555068,16,91.7380646455,241,68.3699943063,16,76.0919175705,34.09742600867466,137.20665582353834,122.45807847202022,110.21745388597782,103.45265963911774,101.36864861026328,99.45757591896879,101.79300823067184,135.5919610630636,147.00944745111374,150.16056979683472,161.5678437002053,164.5371016503721,17.62844240912799,23.23972666392898,20.266028149053852,19.51031536352089,19.5978144612085,18.808366839741833,18.990516412299563,18.789781486989295,18.30717109309021,18.47273173251241,18.301879368398538,9.427849329720473,9.448314313647469,0.7908130466373734,1.00501098219,0.6017246922961103,0.8069339684642418,0.8302135951657605,1.6931573655174852,1.5778900619101017,1.5764023394407713,2.6573627815693057,3.033028401676173,2.9923624204012516,1.0524399278198269,0.921048630163191,1,1
2015.03.08,1,241,87.1450556647,1,79.1774112731,241,85.6634209672,1,79.0993195851,241,74.5617303442,1,73.7436348165,193,43.8753497047,1,48.8284666256,241,68.6315463279,1,58.5485289949,225,49.2741235392,1,50.0020765665,225,53.2722804718,1,47.4402940441,241,35.6438075742,1,43.215313664,241,86.274829217,16,84.016730262,193,44.656595872,16,36.5134954381,193,128.570818505,1,79.2069239378,241,100.798235554,16,90.2546226956,241,107.007678319,16,93.68578122,31.988751478233706,149.21761576382158,132.1204836246749,118.18277191685783,110.72964432389466,99.35283683245362,97.66868223432368,99.93620282114394,132.44802638459876,143.9311155581277,146.91170781706492,156.87246671483345,160.0710617905202,16.643575020751484,21.573594440855036,18.968028145101584,18.271767724661665,18.660939339038,20.58207319709763,20.357781202809846,19.88917709799481,17.517973136349447,17.27866334640413,17.17139516445935,13.72699953711613,12.970461331019308,1.7119975902211348,2.047445570481939,2.1052763956613494,1.0389627592998663,1.205326499931833,2.2326523482350735,2.6667416576814578,2.73687055456364,3.861336997697071,3.9911393413924205,3.949043002772222,0.801504316566999,0.8421491599901038,1,1
2016.03.24,0,161,56.9709208401,1,51.0748045998,241,104.682196339,16,87.8508255695,193,75.204778157,16,65.9825634561,161,54.4398563734,1,53.2805864178,193,77.3571428571,16,53.5293813826,193,87.4471544715,16,71.0619108583,193,91.5279187817,16,70.7785241041,193,98.857400722,16,56.5634963906,209,63.564792176,16,77.4618217029,65,42.547123623,16,24.3769970965,193,138.277701778,16,81.8004698188,241,98.6748700541,1,90.2021294181,241,88.4726678972,16,80.505674558,32.349729682004195,154.4533687320722,138.24714643866923,125.07356736745493,117.36707711956109,108.5047708219119,105.3134554220232,108.6702489713702,141.80703786063492,152.78962184537485,155.51161238791596,159.1859431230914,163.71004438129359,15.164800770925469,23.26381689695494,20.602222602208435,19.554219714131467,19.76325315240797,19.885144746213502,20.008209010449185,20.2052117197014,25.178531399487323,25.34865751085953,25.08182628719961,14.200190458354278,13.525897841164946,1.0252180221300453,2.901312540541262,2.3896917749534654,2.307727796319198,2.019482604777194,3.3973504309106337,2.9956974023947986,3.0598416051479544,3.5556407179617806,3.775460730420712,3.485371134353521,1.2914612854516698,1.7851086826125844,-1,-1
2015.05.03,1,241,105.807660109,16,91.1665344917,241,92.6801279488,1,83.1497209286,241,74.8250798722,1,67.1762303238,241,104.7314025,1,88.0252149577,241,75.1454430646,1,56.7720973492,209,60.6673405624,1,64.9495073227,241,57.1358243315,1,64.7449134014,225,54.7169629057,1,62.3470467693,241,55.9104121043,1,45.1002768971,241,64.3574325516,1,47.8971567764,241,80.5019911504,1,44.2523985203,241,96.8913397669,16,81.8098731464,241,88.3082687339,1,73.8530723005,36.06996112723629,175.29385495215377,155.95264612983357,139.0911405057152,129.80256624248824,116.51083833706305,113.37465318552329,117.43203814008653,168.74455005822298,179.88479481630833,182.0775091888911,169.31815041940814,174.29870067209944,14.417304675395188,26.4052771061579,24.12934958990425,21.56250607931144,19.920493363424413,19.245155839708346,19.421145509531076,19.27364781641895,26.213605386393407,24.71410866208632,24.209420813034196,8.74801872515001,7.991950963682939,1.2312540231646025,4.282142048503374,4.287350524350322,3.8891588605237977,3.5782115321180723,2.238409060432886,1.9049842057200819,2.0115837922041186,3.662161171352744,3.5547944602037123,3.9492551509936797,2.0946001865209203,2.252135160617425,0,0
2017.03.03,2,241,100.236623068,16,87.2705955714,241,63.6128654971,1,62.7848536366,241,100.196283391,16,88.7259926673,193,94.4604938272,1,72.2926941291,193,27.9175588865,1,43.3978242287,241,120.195652174,16,92.0016285991,241,70.8367924528,16,73.0527127148,241,142.478439425,16,108.043070007,225,42.3313782991,16,47.1370857307,241,59.7285447761,16,73.4981343461,241,152.333333333,16,91.6972605747,241,88.5670397356,16,84.2887574834,241,97.9692291424,16,91.2581394266,31.412217138293762,156.3418730873922,137.89474097630958,121.40933870818174,112.2602161212723,95.4641992548671,93.81276981066206,96.0173431593417,128.62793321078098,139.7771179830136,142.53992897781512,159.276513710431,161.73365072320962,16.939850875519745,17.34141378437237,15.413412849114781,15.258179718069096,16.014519609217107,17.46782079482424,17.47309287998073,17.205182968852377,15.708021110166253,15.863424370588579,15.81911252513464,11.29537444367494,11.38670915296266,0.5607266808598493,4.831861648323523,4.281398192245845,3.3401993299006296,2.709458436528985,2.4333927352795532,2.3649770996502895,2.4294707455020825,4.955685494982185,5.308193413089501,5.359565166371036,0.6576377863010394,0.5146080571052312,1,1
2014.02.22,0,241,91.8837920489,1,82.6211799279,241,97.2404761905,1,85.2321802616,241,55.9325435203,1,60.6397672988,241,87.2336620041,1,79.837890239,241,134.454545455,1,99.5939426283,241,102.723244863,1,76.7034227332,241,98.8472388238,1,72.3452281148,241,98.556171392,1,73.8193996337,209,72.5186170213,16,47.1754835603,241,33.7324757644,16,30.0951793118,241,90.954475899,16,80.2142730638,241,112.301372786,16,93.894290089,241,67.8103132738,16,76.8136941418,28.717923389309625,144.50318910050007,129.16379936945967,116.1084473364431,107.92528153121623,95.22275394173323,93.15656551515593,95.32132581463458,123.8933849263903,134.44405046562548,137.33366670959867,158.04779354522648,162.0108199159958,15.992733996326615,24.49738606597222,19.383564567568857,17.343632234310473,16.873614275188523,16.791922713541297,16.67677435995374,16.418757728298267,15.518162508955914,16.76032224182473,16.84007540313719,14.51169346483594,13.657594043389345,1.144303530889784,2.7692285109834436,2.7800015235167717,2.800354874802878,2.5093530487998827,2.114243431710933,1.9488305768324743,1.8081442515987904,1.797562967359401,2.6991591425500983,3.0540702936719795,11.718665560860234,2.468073477260546,0,0
2016.08.26,0,241,84.4298263126,1,76.3845745617,241,82.2897420516,1,76.9361709333,241,98.2259898079,1,82.9896070554,241,75.9773043998,1,67.5305306415,241,74.3719332679,1,58.3260171454,241,108.648653921,1,100.528870914,241,95.5469138162,1,93.2030066348,241,136.708309123,1,98.1824548677,241,64.4099688474,1,64.3521411687,193,79.2887259395,1,55.8193699673,193,70.1918147995,1,50.38463465,241,64.8246417861,1,60.9539350262,193,56.978419244,1,49.9647402986,34.9082990851077,173.59809542424046,161.74309944187462,145.32535018567984,134.16209307881078,117.15929810845441,113.94634395291767,116.28077182009686,164.5241666123743,176.55078072404282,179.69896627359003,187.82300337874193,191.9085845527317,18.07727917145378,32.09458850168255,33.174107434948965,30.01138945914737,26.587802868896354,22.27797139702436,22.189579610889922,21.793482053102565,29.604561944014858,27.534160955673464,26.194145710497644,7.005496336811496,6.500910717498476,0.5742501783406255,2.4939310994691004,2.2667020054108007,2.051106696518705,1.704163620560797,1.364240308895286,1.4858188538697434,1.4468733014507398,1.7040796016051307,1.5338298644887916,1.490535360037957,0.21161029233295195,0.13843560835790977,0,0
2019.02.19,0,241,80.9455006337,16,79.0858468647,241,91.1714643304,1,79.2386290717,241,100.299748111,1,85.7249912856,241,112.625487646,16,86.3180388084,241,100.639855942,16,78.4191645855,241,125.383449883,1,103.947050607,241,147.134635149,1,104.782108197,193,37.7600434311,1,38.4733077176,241,144.934156379,16,86.2559183831,177,101.38209607,16,80.0440671915,193,28.8461538462,16,23.7847134752,241,101.589354574,16,92.8433417894,241,116.95668645,16,97.5764847077,32.36299317110705,140.45530974132228,125.97040568752469,113.24406267151569,106.09492416120808,93.88396818720409,93.19795668699635,95.71741522315635,125.99670305150472,137.08874574897538,140.03293101414187,159.6748980970285,162.72692438450315,16.731247903235545,18.58397269168724,16.309095484296947,16.727448426661812,17.29850880075639,19.075279510527416,19.36139792199966,19.164689867322505,19.899381957261706,19.953627298030877,19.993319592742573,13.532342358402428,12.660879225229218,1.3904829113686663,2.1694223246498683,0.7292691415525527,0.8873839337417191,1.1186976717947428,2.105431661690205,2.495566423282358,2.619873542711825,3.536416287723839,3.7033957918255678,3.6980664557217247,0.8687066279215961,0.5664224260562417,0,0
2018.12.20,0,241,111.735883986,1,90.6395356862,241,93.642924677,1,82.3280479538,209,60.0481012658,1,55.7691009698,241,91.1004144087,1,82.6368965331,241,138.673482032,16,95.60579342,241,52.692722372,16,54.3735450368,241,49.5412901215,1,51.5445535739,241,35.5180686304,16,43.5264672123,177,41.8849973863,1,30.775927445,241,18.9435909746,1,19.083499871,209,98.2047146402,1,33.8496753851,241,95.9116482601,16,81.4017157607,241,107.394676169,16,82.3539755239,28.876918131161595,145.87723273430072,124.9026169360495,108.09096730730818,99.41393052558192,85.7059551271061,84.18754968126062,86.37826142863823,123.95696044202684,134.56325861576002,137.3490660629727,170.98002810945096,173.15915506959314,15.118735117689537,22.43259432738615,22.217061730984145,21.552229190737023,22.078598600532484,24.945000141747908,25.100171890809158,24.791845098839232,20.093691389374097,18.488624133224935,18.389531913732,11.246009005165677,10.865074245893299,1.1475831347573417,4.646805332929487,3.533464037350238,2.64458702568235,2.0281487198165475,1.2390802026939407,1.120803348796352,1.1166070622113329,2.318506362872585,1.8076273683192152,1.4811884290014767,2.249461240716351,2.5235788801958035,-1,-1
2014.02.09,0,241,87.2559715399,16,81.7236434114,241,74.5164871582,1,69.4171176556,241,104.657668102,1,86.2493356302,241,48.2738154613,1,51.7353390606,241,73.211919369,1,70.2433067034,241,148.42925771,1,104.483730721,241,120.249591026,1,77.735046304,241,124.821132075,1,76.5124422404,241,123.177697016,1,75.3818713879,241,179.6,1,85.6235988963,241,163.36159306,1,90.9776799922,241,97.367096611,16,90.4933139705,241,90.9276578328,16,82.8721342357,26.52374028229473,145.01125976371836,128.94576280905642,115.58715974610578,106.5043724255254,93.16397701782577,92.07369158323446,94.45954772531474,124.85327355068259,134.3497803888694,136.90979491583508,157.50180563911522,160.21555578400236,15.202190950103104,22.11130160294373,19.79210838799422,19.897379836682717,19.739932419206124,20.26647275411334,20.015187629447606,19.87463728539581,18.752232188850968,19.572443480085862,19.739740605647857,14.79029477725151,14.658227193476138,2.1394828911114705,2.8771150377242916,2.0921571389883664,2.4203464937333807,2.069380249513212,1.9027118219833254,1.75875353055596,1.669878113278359,1.6992026262664797,2.196967285775906,2.407670989511098,36.263263860233764,5.917534079488428,0,0
2016.06.24,0,241,104.446026642,16,89.4101168647,241,88.5597498325,1,79.9359460831,241,72.9352372386,1,60.2652807057,241,104.820779221,1,85.1146472763,241,127.849242772,1,93.3107092999,241,80.9986229057,1,52.5551962744,241,62.8167030833,1,55.2409245953,225,99.2221955896,1,54.5911655478,193,45.1703557312,1,35.3608142505,241,21.5947595118,1,21.7283156214,241,91.4064493267,1,79.4901248221,241,77.5699734278,1,56.228952146,241,71.4284017279,1,50.0911496715,36.042252852613395,175.8307631334131,162.3611973381937,145.77333352319113,135.46619581933132,119.62642393347383,116.8811964838336,119.32843737540583,172.94958800858157,185.60850847715062,188.39661395357808,180.3211164311133,185.35592090415096,16.848524435400616,31.402901367346455,31.79370673795981,29.688823773599758,27.99055596938166,22.520892866331092,23.119204958695065,23.02146628204975,29.3322624705805,26.26765848757101,25.582745266229487,6.826829912920598,6.190622667937503,1.2707224626091058,2.14323278744838,1.9092962147302401,1.3516533158703936,1.1863765371354995,0.7999741095407958,0.8115967360443401,0.8131814114369496,2.182144062469483,2.1381369657272438,1.8928233724389223,2.0961047359003016,2.3298283416734336,0,0
2014.06.08,0,241,120.817794677,1,94.7587272127,241,85.9128523795,1,77.317859273,241,78.2192196751,1,74.0031279694,241,105.877443609,1,88.6698133921,241,83.8802011888,1,71.766989721,241,77.4344079632,1,61.458789885,241,79.4174468085,1,62.8744605933,241,72.7535181237,1,52.672987215,241,45.3598057233,1,46.6622244308,241,173.756135366,1,86.2045769433,241,164.572228952,1,77.4052639421,241,83.1221905102,16,79.0738841037,241,86.1628997868,1,69.7405174555,35.675997353685055,182.32414094088955,164.317196585585,145.62636031063474,134.50407804377127,119.63891149476927,117.37985238431423,119.9507348693922,167.5880726525897,178.97374237853796,181.3691496052885,169.1071813222772,173.2770217641265,15.961778284756896,23.106988663110403,22.251536139276517,19.67082082148198,18.473345969809262,19.736021364346577,20.86426008213138,21.147845104177147,29.434376181845813,27.424555808812894,26.547955012295166,9.495200017534703,9.105280740443536,1.6259752545956585,4.279567509584161,3.649442608916272,3.6057594436534033,3.4956923428739657,1.99119156083824,1.3338042094965947,1.3620044916789789,1.6345088252391295,1.622166333846299,1.604734066811419,0.8646008873097708,0.689574531506668,0,0
2019.01.24,0,241,99.9535724215,1,85.2183987911,193,63.6746372918,1,53.5002724027,225,80.9732782369,1,60.2100968258,241,90.1907596372,16,86.0103033609,241,147.152278517,16,93.3352901463,241,78.1839171975,16,77.46056038,241,31.3825456247,16,32.1719305611,225,111.155200522,16,78.6178370687,97,18.4818222621,1,24.638410772,241,150.984865471,16,62.5309187709,241,124.291899441,16,74.9312906219,241,102.085707558,16,93.1671681203,241,60.6686634718,16,71.0384185451,29.136788976483462,140.34306679069766,126.28456930232558,112.04720669767441,103.8317008372093,87.9641793488372,86.00357804651163,88.13063441860466,115.98042344186047,126.34795013953489,129.21451460465116,162.02050925987743,164.05406592177965,15.540164258228529,20.439550089833066,17.62692024797449,18.830461763466374,19.680485885621053,20.808640241373386,20.713831654289226,20.413502005708082,18.1843929815435,17.98894633477129,17.932669344243557,13.356389291904954,12.622894122979229,0.8950488391741004,1.4935496117544913,1.4979907125005114,1.8721119013522647,1.8910427722224477,1.055772137255646,0.9384982286177612,0.945971886767808,2.4578255567199268,2.2833871737355085,2.2397577028505418,2.078463461436739,2.0516847444457653,0,0
2016.11.12,0,241,103.306185887,1,88.6477197556,241,95.3028518289,1,85.5260790792,241,67.9968730457,1,59.1393293664,241,86.2008094645,1,79.8889941989,241,119.022163121,1,85.8493638851,241,74.9142857143,1,70.9926954819,241,101.774255524,1,78.3990993575,241,52.1241299304,1,61.4605462463,193,96.5788126919,1,83.9204805986,193,75.2362736274,1,34.3790419036,193,11.8841530055,1,24.8524766546,241,88.8212841855,16,77.8962161997,241,81.5097012627,1,62.8688278217,29.71456041466553,168.2421688668508,144.81918981028394,124.20093988096532,115.23978580215645,93.31083853475711,91.25743060539499,93.47785679592296,129.07348325032802,139.4151098642193,142.31193500213857,179.69690632037825,182.04216710075806,16.01867493985135,24.374550459532724,21.80336562697241,20.018034293901913,18.815023797221926,18.869998568682632,19.082875716890932,18.904297944138836,16.328283803069525,16.702230750884052,17.01990725371449,7.891765473506061,7.842950953278802,1.1097375751253153,2.102929448190394,4.952529930580065,4.651326242073592,2.9132154279608,3.2191486997391414,2.958199037149898,2.949831630404636,4.428038800748785,5.04436218227923,4.981207604668147,2.559945262354094,3.087011319305434,0,0
2015.03.18,1,241,87.0021226415,1,75.0744331604,241,98.0944160019,1,84.6476009733,241,80.3308700834,1,71.7205023231,241,53.4185905959,1,49.9386150697,241,87.4889257373,1,68.1072926069,241,52.7178790742,1,63.7842917793,241,58.250030611,1,67.5923047162,241,86.3052537247,1,77.6545440057,193,127.648390942,1,72.3905418865,161,67.7070158629,1,41.6582877226,177,87.4157317224,1,42.6941137005,241,111.792044735,16,94.1061093358,241,92.0362127155,16,83.7767339399,36.465932296754836,147.703526457945,130.7452155057633,118.201410583178,111.99895461635029,104.14226804123712,102.60778483661126,105.36708791417811,144.38035226537832,155.80004412827634,158.41807128999125,158.55875410189714,162.0277401648865,16.521099392862347,21.97101607451272,18.79361664149862,18.091610031923985,18.37490959208569,19.59670196649448,19.645723270958626,19.360644946546017,20.30048798220176,19.94502775708059,19.734899897224015,12.884091371103747,11.882641575944627,2.9857542839433298,1.818052205304133,2.0993971572553765,1.2654303903035036,1.7623249696129095,3.545251524057018,4.151724707024221,4.29073912153105,6.8952449190674185,6.985778101008036,6.813720122681854,0.7319294254436643,0.7668295123582951,1,1
2017.09.09,1,241,113.631578947,16,96.5457134846,241,90.7684210526,1,89.5926985549,193,66.9181818182,1,59.7966450592,241,112.610619469,16,91.2712027619,193,66.29,16,64.5792993149,161,96.8898305085,16,69.4039738884,193,82.5072463768,16,80.1052972227,193,131.988764045,16,40.3193695281,209,181.428571429,16,67.5359314796,225,195.403100775,16,71.288530382,177,39.4645669291,16,33.558456525,241,66.2396619921,1,58.0686111228,193,63.393982808,1,48.4192627657,29.559593217165393,176.2291465284198,165.43576786696468,146.8619278884975,133.53354554071925,113.89408901007594,111.06023569062972,113.0428245427204,160.85150788170998,184.2906656351522,176.58492001263883,187.9759028363863,193.00621810156267,15.375150244296828,29.380904840096164,31.204956855526735,26.27310244642191,21.043906772211063,17.214216828859463,17.39200271988478,17.658761703570633,31.913410595896835,23.600011468993582,29.54682149048153,7.665111433467425,6.262120590697061,1.6433268984135074,2.526187575307599,2.526597813073967,2.1036651853871575,1.6351583452766965,1.6770736654555638,1.7176973848685382,1.9877883643572813,3.8847759836658096,2.8090516329737563,3.15660830013317,0.3777185744172733,0.2599105563985903,0,0
2015.09.01,6,241,107.154352643,1,90.3635847091,241,98.7127033357,1,86.7129777641,241,68.9994266055,1,61.5296524172,241,86.7966525587,1,79.341608353,241,85.0427512825,1,75.3233156717,241,67.7808054841,1,44.6855310346,241,103.41024366,1,56.4926584783,241,110.446138848,1,59.3600030047,193,66.9844745223,1,30.3654125292,209,89.1164925609,16,65.489370063,241,92.6712412012,1,62.6914648491,241,57.5320128973,1,53.3394374702,193,52.305917815,1,47.9287449855,29.489994311486733,173.39000617947568,163.8525584477047,146.13720965451964,131.79577933346314,117.05003880738286,112.69501372456223,112.375718893112,173.71628584950307,185.35846663511595,183.12245858481543,187.60184061295575,192.94061235555407,15.194528159771808,30.702102349273737,29.306969893998573,23.92185194121195,20.856418318898076,17.186546005662137,17.655419188523414,17.79477451628057,20.370931991893187,19.405059656944815,20.100526580436153,7.633169850359193,7.118118052913353,1.9341805154201122,1.3418170104686278,2.288752531938195,2.2900882410350367,1.5643530487974169,0.710281825583276,1.097731868952858,1.2591170142449393,2.015469224296177,2.1388125218668623,1.8724667426667123,1.6284172745580836,1.6256559527300491,2,1
2016.10.11,0,241,107.468175389,16,92.5836296437,241,81.9465917077,1,74.6975063624,241,98.2413305025,16,88.7480458655,241,67.3737796374,1,59.0512840851,241,75.5856164384,1,57.2085843373,241,107.596223675,1,63.4865907443,241,156.795216741,1,100.736487814,241,163.306177261,1,84.9391761282,241,74.8641239571,1,38.1146959562,241,130.867832168,1,43.5799724667,241,42.8764415157,1,61.3927463323,241,46.4222082019,1,48.1554466278,193,45.0984319676,1,46.2944669018,25.978009429321613,172.6671660288885,158.810897702082,138.7957028230469,126.28065168367054,105.73256757361068,102.49330492611782,104.42256425162745,142.6254863191787,154.9249710923575,157.6935805868411,188.1479733228422,192.52924009677585,15.404169497904478,28.210476844457517,25.563871996061934,22.00730373573864,19.395032194000123,16.98038837491802,16.99863098594668,16.968749073887565,24.845186792171674,25.01964383484651,24.720134866332753,5.759418061380656,5.434824267034061,1.2978739951721914,1.581621342558472,1.543051084475049,1.9034626584542786,4.581480115129206,3.4385338692778546,3.2576904731968095,3.244360527429281,4.649220547570211,4.747712388429003,5.086482309407702,0.5169899116584488,0.55846317075492,0,0
